domain,name,n_nodes,n_edges,H_20,H_40,H_60,H_80,H_100,seal_entropy,seal_auc,adamic_adar_entropy,adamic_adar_auc,newly_included
Biological,Freshwater_stream_webs_LilKyeburn,78,375,0.8442330558858502,0.9421378091872792,0.9102815979043876,0.8655830753353972,0.9163464380727164,0.469455152532684,0.9431111111111112,0.8417833714627354,0.3677333333333333,True
Biological,Freshwater_stream_webs_Martins,105,343,0.8220338983050848,0.7240811848601206,0.7255571823653815,0.8230331567588778,0.8673923461354145,0.6091181983831335,0.8965181660899655,0.8410069100900164,0.5418468858131488,True
Biological,Freshwater_stream_webs_Narrowdale,71,154,0.8256880733944953,0.6382978723404256,0.6771835321277415,0.615553723550426,0.7741407528641571,0.5087845876057184,0.8500000000000001,0.7601168085365014,0.5050000000000001,True
Biological,Freshwater_stream_webs_NorthCol,78,241,0.7824427480916031,0.7000463606861382,0.6287753981328941,0.7711515863689777,0.8077731092436975,0.6519919656568086,0.8641493055555556,0.8585499918325524,0.4338107638888889,True
Biological,Freshwater_stream_webs_Powder,78,268,0.5693950177935942,0.8506944444444444,0.8808053077099062,0.8111174134997163,0.825467154690811,0.5102085504016154,0.9003203987184051,0.8944544597956929,0.3862584549661801,True
Biological,Freshwater_stream_webs_Stony,112,830,0.7955145118733509,0.7052441229656419,0.8940866747671121,0.8271406856949839,0.8517659358970171,0.5607279368586556,0.9132312382058354,0.8538906181892304,0.3358796632312382,True
Biological,Freshwater_stream_webs_SuttonAu,80,335,0.9428129829984544,0.8199018920812894,0.8102587380844303,0.8420413122721749,0.938019472809309,0.4843153626953498,0.9400757406994876,0.8369054928397353,0.3570951214078859,True
Biological,Freshwater_stream_webs_SuttonSp,74,391,0.9324324324324323,0.8383490971625107,0.9071774363291938,0.6889352818371607,0.941037212399201,0.4938933223074207,0.905982905982906,0.7694701240817979,0.2902695595003287,True
Biological,Freshwater_stream_webs_SuttonSu,86,423,0.895397489539749,0.7723577235772358,0.6209081309398099,0.4378563283922463,0.6441407238673753,0.3527822862809285,0.9686791383219956,0.768605740485934,0.2836592970521542,True
Biological,Freshwater_stream_webs_Troy,77,181,0.9581881533101044,0.8121158911325724,0.8419057931781267,0.8530438154323382,0.8872269238338909,0.5845493931135158,0.8541666666666666,0.8365185394572978,0.5447530864197533,True
Biological,Freshwater_stream_webs_Venlaw,66,187,0.865979381443299,0.8281461434370772,0.791072250345145,0.8206214689265536,0.8265162200282088,0.5378475011012491,0.8728999269539811,0.8062742707136293,0.3389335281227173,True
Biological,Hocking_plant-pollinator_web_Hocking_plant-pollinator_web,87,86,0.0880540064572938,0.0867330549309347,0.0890795117123061,0.0888099467140319,0.09009009009009,0.0,1.0,0.5996632946814531,0.1764705882352941,False
Biological,Inouye_Pyke_plant-pollinator_web_Inouye_Pyke_plant-pollinator_web,128,278,0.7733491969066032,0.9249226006191952,0.8641799544419134,0.8602926025139089,0.8468776732249785,0.5860298742651543,0.8793388429752066,0.8476064295071692,0.4363636363636364,False
Biological,Ito_core_yeast_interactome_2001_Ito-core,426,521,0.9483705602343464,0.9262006304468756,0.7336591325595602,0.6829204919452625,0.7541659508675486,0.7137838149960823,0.821144600591716,0.7932410107200627,0.5197392751479291,False
Biological,Joern_plant-herbivore_webs_Altuda,74,184,0.6339468302658486,0.757396449704142,0.8000882612533098,0.8031894204589654,0.799127233056048,0.4387710403160112,0.9375,0.7924030636522058,0.375,False
Biological,Joern_plant-herbivore_webs_Marathon,74,184,0.6300813008130081,0.7591933570581257,0.8136125654450262,0.8035019455252919,0.8007652364033889,0.4387710403160112,0.9375,0.7696630870964873,0.375,False
Biological,Kato_plant-pollinator_web_Kato_plant-pollinator_web,765,1201,0.8048743023910706,0.6378052648271487,0.5785065967998503,0.5392113659198674,0.5646675037864568,0.3493319370884417,0.9813194444444444,0.8523821181690162,0.475,False
Biological,Kevan_plant-pollinator_web_Kevan_plant-pollinator_web,147,312,0.8256150506512302,0.646112600536193,0.5997857907890038,0.6922394241199092,0.7226811740210893,0.5040922612726152,0.9799687825182102,0.8267244741217189,0.3064516129032258,False
Biological,Leather_plant-herbivore_webs_Britain,94,116,0.7524752475247525,0.256553262688232,0.279027902790279,0.4373401534526854,0.4903172641120725,0.2762074857650291,0.9867674858223062,0.6929808875463489,0.3043478260869565,False
Biological,Leather_plant-herbivore_webs_Finland,69,95,0.1806451612903225,0.2238314680710994,0.2226588081204977,0.3861788617886179,0.4262734584450402,0.403874451550941,0.9889196675900276,0.6795219473615349,0.2368421052631579,False
Biological,Macaque_cortical_connectivity_CoCoMac_CoCoMac95,94,1515,0.7543520309477756,0.7319794688685561,0.7188712050287548,0.7162162162162162,0.6685540069686411,0.5035686187570254,0.9516387282292584,0.5542700985514628,0.9395810868215536,True
Biological,Macaque_cortical_connectivity_Young_Macaque_cortical_network,71,438,0.9851301115241636,0.8334892422825071,0.8250244379276638,0.8729139922978176,0.7807659814136862,0.6697526015110146,0.8505747126436782,0.6679890266799082,0.8759413396749902,True
Biological,Macaque_neocortex_visual_sensory_motor_Macaque_neocortex,47,313,0.9215686274509804,0.8759124087591241,0.8283185840707965,0.8406244638874593,0.8761252694307087,0.6659282264204396,0.798907388137357,0.6237042841586378,0.8176378772112385,True
Biological,Macaque_visual_cortex_1991_fve30,30,190,0.9345794392523366,0.8086785009861932,0.7865168539325843,0.8941755537325676,0.9142212189616252,0.6687393761424829,0.832409972299169,0.6493447614684938,0.8105955678670361,True
Biological,Macaque_visual_cortex_1991_fve32,32,194,0.8208955223880596,0.8849557522123894,0.7913209955328654,0.9104761904761904,0.9045099521289998,0.5894009972965064,0.7970914127423823,0.5900649754577745,0.8663434903047091,True
Biological,Malaria_var_DBLa_HVR_networks_HVR_networks_2,112,743,0.9181636726546906,0.7406356413166856,0.4998611496806442,0.4672112018669778,0.4067880327406152,0.2936895211833748,0.983473338203068,0.3421746198251941,0.9737034331628928,False
Biological,Malaria_var_DBLa_HVR_networks_HVR_networks_4,183,933,0.8315789473684211,0.7114267269205939,0.5769903252127287,0.54266019554055,0.4872568821914077,0.3058888386697553,0.9838131575904728,0.3026710490588203,0.9722655798358192,False
Biological,Malaria_var_DBLa_HVR_networks_HVR_networks_5,298,2684,0.8073440643863179,0.714665048175404,0.7269322109165332,0.7782963827304551,0.8231323166680666,0.5625390767111107,0.93645230006683,0.5741146195748603,0.9281559785030072,False
Biological,Malaria_var_DBLa_HVR_networks_HVR_networks_6,291,3251,0.7597496389022629,0.7201162442839437,0.6837351794382112,0.7301816846285393,0.7326650959093752,0.408847255920331,0.9744402366863906,0.4733339775916396,0.9559005917159764,False
Biological,Malaria_var_DBLa_HVR_networks_HVR_networks_8,273,3933,0.8442074823784564,0.7358479959525549,0.6477052359405301,0.6431872242772264,0.6806546370121695,0.4435801625491315,0.9652142454790904,0.4877017849401022,0.9548208470109876,False
Biological,Malaria_var_DBLa_HVR_networks_HVR_networks_9,297,7562,0.8089381604018708,0.7744742229666853,0.7160656154898364,0.7365534259293192,0.6512146102761273,0.5400380699310727,0.9661626739173036,0.6048500058626186,0.9457884105288206,False
Biological,McCullen_plant-pollinator_web_McCullen_plant-pollinator_web,150,198,0.7985907222548443,0.8125613346418057,0.5674474959612278,0.5598367346938775,0.5349570512123518,0.4673249080728874,0.9263642340565416,0.7270626335978432,0.3974358974358974,False
Biological,Medan_plant-pollinator_web_RB_web,73,72,0.0589318600368324,0.057892356399819,0.0570206699928724,0.0579710144927536,0.0591341077085533,0.0,1.0,0.6510400217103541,0.2142857142857143,False
Biological,Memmott_plant-pollinator_web_Memmott_plant-pollinator_web,104,299,0.7883522727272727,0.8272058823529411,0.6920119607005554,0.7731501993797076,0.761479886162603,0.495941547850961,0.9602125825912096,0.8245022659349178,0.3559322033898305,False
Biological,Mosquin_Martin_plant-pollinator_web_Mosquin_Martin_plant-pollinator_web,22,33,0.75,0.898876404494382,0.8353221957040573,0.9118541033434652,0.9436008676789588,0.5545118520972888,0.4583333333333332,0.6508667942032516,0.3333333333333333,False
Biological,Motten_plant-pollinator_web_Motten_plant-pollinator_web,57,143,1.0103092783505154,0.7502206531332745,0.7723418134377038,0.8160237388724035,0.7275512157763738,0.4055778163780149,0.9145408163265308,0.7359275086001543,0.3214285714285714,False
Biological,Mouse_visual_cortex_2011_Mouse_Mouse_visual_cortex_1,29,44,1.1403508771929824,1.0610079575596816,0.9442060085836907,0.9572490706319704,0.8963997060984571,0.5587479733446136,0.71875,0.5587479733446136,0.3359375,True
Biological,Mouse_visual_cortex_2011_Mouse_Mouse_visual_cortex_2,193,214,0.7196969696969697,0.4827984966753397,0.4328925919217533,0.4123814995690893,0.3694433319983981,0.3611619319746103,0.9685374149659864,0.7818362949574013,0.4685374149659864,True
Biological,Olesen_plant-pollinator_web_Flores,22,30,0.8247422680412372,0.4838709677419354,0.9200968523002422,1.022222222222222,0.8745684695051783,0.5545118520972888,0.638888888888889,0.6508667942032513,0.3333333333333333,False
Biological,Olesen_plant-pollinator_web_Ile_aux_Aigrettes,27,52,0.8849557522123893,0.9577464788732394,0.8607198748043818,0.8895705521472392,0.9025032938076416,0.491742920022809,0.73,0.4488750451927542,0.35,False
Biological,Ollerton_plant-pollinator_web_Ollerton_plant-pollinator_web,65,103,0.9221902017291066,0.8656036446469249,0.5958230958230958,0.7055503292568204,0.6256256256256256,0.4909949674638064,0.8200000000000001,0.7260398840586382,0.325,False
Biological,P_pacificus_nematode_2013_Worm_p_pacificus_neural_synaptic_1,54,141,0.8043875685557587,0.7477477477477478,0.7212925562608193,0.7184115523465704,0.8605341246290801,0.5696021638632811,0.8711734693877551,0.6541852445334055,0.7487244897959183,True
Biological,P_pacificus_nematode_2013_Worm_p_pacificus_neural_synaptic_2,50,141,0.9803921568627452,0.8942202835332606,0.7370517928286853,0.704383664293743,0.8660933660933662,0.5192140749970672,0.8647959183673469,0.5077589330746682,0.8826530612244897,True
Biological,Parsnip_and_McGregor_host-parasite_webs_McGregor_River,65,114,0.7317073170731708,0.8285714285714286,0.8347927612375948,0.8412438625204582,0.6436314363143631,0.4510986465409035,0.8822314049586777,0.7362753905621731,0.4318181818181818,False
Biological,Parsnip_and_McGregor_host-parasite_webs_Parsnip_River,70,158,0.9282700421940928,0.8689138576779026,0.7058287795992714,0.7222739981360671,0.729267505646983,0.5540367003039339,0.8668054110301768,0.7449992381937567,0.4193548387096774,False
Biological,Poulin_seed-disperser_web_Poulin_seed-disperser_web,24,53,1.206896551724138,0.8132530120481927,0.7421150278293136,0.882147024504084,0.8612099644128114,0.591896873247771,0.71,0.6055713536802567,0.25,False
Biological,Ramirez_Brito_plant-pollinator_web_Ramirez_Brito_plant-pollinator_web,70,101,0.9443507588532885,0.9156452775775056,0.9438528557599226,0.8983375959079284,0.922233300099701,0.659777147917026,0.6075,0.6840517393896199,0.45,False
Biological,Reguly_yeast_interactome_2006_LC-multiple,1213,2556,0.8382872750642674,0.8218998104318775,0.733462841203427,0.6856465912564965,0.6817599363116368,0.2761466239940306,0.9443763619165062,0.509951951259813,0.7976034099134118,False
Biological,Rhesus_brain_2012_Macaque_rhesus_brain_1,242,3054,0.882,0.8501296311783892,0.8957984164595736,0.8995347638076712,0.8879207429572552,0.6974672246330473,0.8939747379736631,0.7199885763735451,0.8841480784735285,True
Biological,Rhesus_cortex_2014_Macaque_rhesus_cerebral_cortex_1,91,1401,0.4141291108404385,0.4487747268969589,0.1592193117616846,0.6859632741985683,0.8837889197485748,0.5979044839860775,0.934783163265306,0.7841855291665788,0.7560714285714285,True
Biological,Schemske_plant-pollinator_web_Schemske_plant-pollinator_web,39,59,0.7741935483870968,0.748898678414097,0.7649667405764966,0.782122905027933,0.7086223984142715,0.5102681695279896,0.7148760330578512,0.6215362336540277,0.4545454545454545,False
Biological,Small_plant-pollinator_web_Small_plant-pollinator_web,47,141,1.0408163265306123,0.8928571428571428,0.8401768793430195,0.8476132190942472,0.9114031369224248,0.5839242163645111,0.9158163265306124,0.7868145933912876,0.2857142857142857,False
Biological,Smallwood_Reservoir_host-parasite_web_Smallwood_Reservoir,28,51,0.7633587786259542,1.0443037974683544,0.5882352941176471,0.4733727810650888,0.8629776021080369,0.3997337064822074,0.98,0.8199729625417171,0.3,False
Biological,Snow_seed-disperser_web_Snow_seed-disperser_web,48,211,0.576923076923077,0.8695652173913044,0.6792452830188679,0.6803385416666667,0.6106027137898391,0.3387437733426339,0.9523809523809524,0.6757214890115055,0.238095238095238,False
Biological,Uetz_screen_yeast_interactome_2000_Uetz-screen,263,281,1.0031460674157302,0.971118433805001,0.8552971576227391,0.773434605409411,0.7760386190754827,0.7308662345603884,0.6205357142857143,0.7774554906778425,0.5,False
Biological,Vazquez_Simberloff_plant-pollinator_webs_Arroyo_Goye,35,41,0.9022556390977444,0.9444444444444444,0.7879656160458453,0.7197696737044146,0.7116654438738077,0.4238023871986209,0.734375,0.665975179883547,0.1875,False
Biological,Vazquez_Simberloff_plant-pollinator_webs_Cerro_Lopez,40,44,1.0303030303030305,0.9292035398230089,0.8481532147742818,0.8003300330033003,0.7443095599393019,0.5784455328993979,0.53125,0.6362900861893377,0.4375,False
Biological,Vazquez_Simberloff_plant-pollinator_webs_Llao_Llao,32,36,0.8620689655172414,0.4899777282850779,0.6914893617021277,0.6373117033603708,0.6944444444444444,0.4605927482942771,0.6734693877551021,0.5589815876572581,0.4285714285714286,False
Biological,Vazquez_Simberloff_plant-pollinator_webs_Mascardi_c,30,34,1.262135922330097,0.7308970099667774,0.6595744680851063,0.7364787111622554,0.6959706959706959,0.5763225542887565,0.7500000000000001,0.5763225542887565,0.3333333333333333,False
Biological,Vazquez_Simberloff_plant-pollinator_webs_Mascardi_nc,39,48,0.8287292817679557,0.7843137254901962,0.6828193832599119,0.6410256410256411,0.7295597484276729,0.4412797248643604,0.8888888888888891,0.6359917734213215,0.3888888888888889,False
Biological,Vazquez_Simberloff_plant-pollinator_webs_Quetrihue_c,35,47,0.9426229508196722,0.9322033898305084,0.9269662921348314,0.8136696501220504,0.7968647942521229,0.5320923061964663,0.8148148148148149,0.4447725332878185,0.3888888888888889,False
Biological,Vazquez_Simberloff_plant-pollinator_webs_Safariland,31,35,0.8771929824561403,0.9615384615384616,0.6412478336221836,0.7314148681055156,0.8135283363802559,0.6377125560811127,0.7244897959183674,0.5654565871592429,0.2857142857142857,False
Biological,Yu_yeast_interactomes_2008_CCSB-YI1,964,1487,0.8772532844485181,0.9184428158407854,0.7942684716474022,0.734904252826792,0.7667374651460094,0.5404701825851826,0.8327438243263159,0.8508325766585443,0.5342595426770511,False
Biological,Yu_yeast_interactomes_2008_Y2H-union,1647,2518,0.8831643233576225,0.9185470045869434,0.8143072613660849,0.8023097291770442,0.8235300581877723,0.434717550154493,0.8406499373540072,0.8430066063601487,0.5441525795525061,False
Economic,56e9db8da6d70217090cdf2b,183,945,0.2437166793602437,0.152027027027027,0.4092159559834938,0.0580640754149873,0.535976008478207,0.3570224886832126,0.9870944262478654,0.8345994642778614,0.734203969653705,True
Economic,575aa410bd3e93b53c695629,774,1778,0.7916913946587537,0.7901364593827273,0.7909876102901271,0.7358593093909006,0.7782153783742668,0.3861412762324533,0.9196032533227534,0.5211561872665499,0.8191628645110097,False
Economic,575aa410bd3e93b53c69562a,866,2531,0.7749747729566094,0.7990820606156525,0.7799691869832646,0.7673735249832516,0.7887106350844224,0.3927736464299086,0.9210794575762784,0.5134411454184785,0.8498277585964473,False
Economic,577ee40d58d31bd664bac0ed,145,2266,0.8540925266903915,0.7361322188449848,0.7086614173228346,0.754257907542579,0.8967844051982673,0.7709671862497761,0.8251587406010458,0.812860136278884,0.7779824471636234,True
Economic,577ee40d58d31bd664bac0ee,113,2944,0.7383863080684596,0.7462101411395713,0.9102915280766972,0.943238054030666,0.9702725020644096,0.7678841152127165,0.8024954879911148,0.7722545543903849,0.7836824355592578,True
Economic,577ee40d58d31bd664bac0ef,206,2741,0.8468930172966047,0.7886635277073524,0.7600259571706683,0.831478618393109,0.940007820209656,0.8146398679622748,0.792676754222388,0.8231660105423015,0.7833911636208641,True
Economic,5847088c8cf714f319c47aae,105,441,0.8526551982049365,0.8425,0.7800546448087432,0.8153701968134958,0.8618796662274923,0.620746629791314,0.8883006198347106,0.6048575611620256,0.8680268595041322,True
Economic,5936021067ec90f1500d6595,137,481,0.956268221574344,0.8913073426091749,0.8727472326411125,0.8813888551657156,0.91682204738733,0.6862684659124699,0.7761501736111113,0.6300056443191038,0.8142903645833335,False
Economic,5936021067ec90f1500d6597,194,774,0.6978851963746223,0.8560670099131638,0.8863507645837265,0.906417630711562,0.916012620270658,0.6826284789521327,0.8507969303423848,0.6492218006678232,0.8350269860010119,False
Economic,5936021067ec90f1500d6599,180,945,0.8742281442963926,0.8270996259775586,0.8068790222270295,0.8424324849426851,0.9319069682929044,0.6480254013898,0.8702024019484337,0.6239702509453533,0.8924862125920326,False
Economic,Midieval_Russia_trade_network_Medieval_Russian_Trade_Network,39,53,0.8227848101265822,0.914179104477612,0.9421641791044776,0.9592822636300896,0.9676817899316346,0.7285029351845105,0.56,0.7285029351845105,0.6,False
Economic,Norwegian_Board_of_Directors_net2mode_2002-05-01,179,184,1.0112359550561798,0.849785407725322,0.7428201252429281,0.6365565322825099,0.5589415787126505,0.5696064596346715,0.7997685185185185,0.7341459379463646,0.4583333333333333,False
Economic,Norwegian_Board_of_Directors_net2mode_2002-06-01,166,171,1.0839445802770986,0.8872810357958872,0.6994114984155726,0.62099223759703,0.5613333333333334,0.4802875538368594,0.9316608996539792,0.7426654714478269,0.4852941176470588,False
Economic,Norwegian_Board_of_Directors_net2mode_2002-07-01,158,163,1.0609857978279031,0.8428967154728928,0.7217863608931805,0.6446991404011462,0.5434329395413482,0.5615228610998376,0.814453125,0.7200297641807946,0.5,False
Economic,Norwegian_Board_of_Directors_net2mode_2002-08-01,164,167,1.0147299509001635,0.8678955453149002,0.6472950626033546,0.6127586942607212,0.532001080205239,0.5173940159008323,0.8480257116620753,0.7553174356176863,0.4848484848484848,False
Economic,Norwegian_Board_of_Directors_net2mode_2002-09-01,369,375,0.9045226130653268,0.7790645209805986,0.654911838790932,0.6280096308186196,0.5216987460653284,0.6205856431148072,0.7986666666666666,0.7942572948395398,0.5,False
Economic,Norwegian_Board_of_Directors_net2mode_2002-10-01,388,394,0.9509906152241918,0.7967342342342343,0.673892142295254,0.6437229165358287,0.5574119812097438,0.6401734568746975,0.7951183431952664,0.7705074834939265,0.4807692307692308,False
Economic,Norwegian_Board_of_Directors_net2mode_2002-11-01,393,399,1.0872313527180784,0.8911162982287519,0.7427976397084345,0.7068879460943349,0.6340141322234053,0.6423477808963884,0.785370934145169,0.7809201000220424,0.5,False
Economic,Norwegian_Board_of_Directors_net2mode_2002-12-01,407,412,1.0237537638006022,0.8756788207913111,0.7145831598234363,0.6841180391443981,0.6091277143908723,0.6226122375377848,0.8245092207019631,0.7808789370064997,0.4939024390243902,False
Economic,Norwegian_Board_of_Directors_net2mode_2003-01-01,399,404,1.05,0.8533370334397113,0.7148440892903675,0.6535187113370491,0.6030269962518385,0.583184874340375,0.88828125,0.7771337242030965,0.4875,False
Economic,Norwegian_Board_of_Directors_net2mode_2003-02-01,402,404,0.9542092286016204,0.7788556164768734,0.6290447838467512,0.590331101419006,0.5348352896630064,0.602835574954181,0.88328125,0.7793035835824522,0.48125,False
Economic,Norwegian_Board_of_Directors_net2mode_2003-03-01,401,403,0.9601629696695336,0.7734189585369259,0.6275933609958506,0.5969412925505674,0.5334217632289544,0.5937180718096917,0.896640625,0.7731316303279511,0.49375,False
Economic,Norwegian_Board_of_Directors_net2mode_2003-04-01,404,407,0.9475728155339804,0.7461279461279461,0.6347862886161659,0.6085846303501946,0.5356806627753719,0.6613887834711032,0.7831123304374333,0.789159939001413,0.4876543209876543,False
Economic,Norwegian_Board_of_Directors_net2mode_2003-05-01,402,405,0.9567336989640464,0.7775169175528241,0.6435938965135113,0.6114711997064938,0.5351754055073557,0.5866060552130348,0.812071330589849,0.7898984284155443,0.4876543209876543,False
Economic,Norwegian_Board_of_Directors_net2mode_2003-06-01,397,402,1.0239651416122004,0.8251748251748252,0.6635746389978004,0.613569689782161,0.554919362534593,0.590532939456703,0.8378125000000001,0.7594565364140622,0.49375,False
Economic,Norwegian_Board_of_Directors_net2mode_2003-07-01,425,434,0.9753279200499688,0.8133789433675409,0.664141128576275,0.6203798476060502,0.553532726484612,0.6188965490024627,0.8793942671714441,0.7909596521776053,0.4941860465116279,False
Economic,Norwegian_Board_of_Directors_net2mode_2003-08-01,447,456,0.9738527214514408,0.831140875388663,0.6654191616766467,0.6081877612260208,0.5605105965141969,0.6193275519676058,0.8768868494143219,0.790584989760476,0.5,False
Economic,Norwegian_Board_of_Directors_net2mode_2003-09-01,465,481,0.9547813194959228,0.8487423911795107,0.6711025255777349,0.6286474864339101,0.575687185443283,0.6075225879995346,0.9190538194444444,0.802212954941049,0.5,False
Economic,Norwegian_Board_of_Directors_net2mode_2003-10-01,470,486,0.9451013513513512,0.8315774687456103,0.6712357803999153,0.6257431416087673,0.5694665756127172,0.5821837468895488,0.8889892655967692,0.7757389958973965,0.5,False
Economic,Norwegian_Board_of_Directors_net2mode_2003-11-01,480,496,1.0132596685082873,0.8356985563983362,0.6596467391304348,0.6321584820331319,0.5618721713213379,0.6036936292155649,0.8567493112947658,0.795619209373186,0.4898989898989899,False
Economic,Norwegian_Board_of_Directors_net2mode_2003-12-01,463,479,0.9830065359477124,0.8239743295897318,0.6706966033390904,0.6286876907426246,0.5572359236854351,0.6070976928691457,0.8790581717451523,0.7770864506757871,0.4947368421052631,False
Economic,Norwegian_Board_of_Directors_net2mode_2004-01-01,446,466,0.9666666666666668,0.8532219570405728,0.6754966887417219,0.6359938724842851,0.5646768151749422,0.6293990227739797,0.8384206266620418,0.7975809819740053,0.4946236559139785,False
Economic,Norwegian_Board_of_Directors_net2mode_2004-02-01,457,476,0.9514118544899516,0.8388003748828491,0.6619626100240052,0.6251937583961972,0.5610624951599164,0.6175808274565979,0.8499722991689752,0.7826532922069197,0.5,False
Economic,Norwegian_Board_of_Directors_net2mode_2004-03-01,470,489,0.9862306368330466,0.8237700261333939,0.6599269868014602,0.6338134950720242,0.5619205547599306,0.6133523199647373,0.8515782761186097,0.8029042916550285,0.4948453608247423,False
Economic,Norwegian_Board_of_Directors_net2mode_2004-04-01,529,551,0.957102823884458,0.834703549666312,0.7066988533494267,0.6448794127927298,0.5738998881799645,0.5608681193644834,0.9061570247933886,0.7909942151933558,0.4863636363636364,False
Economic,Norwegian_Board_of_Directors_net2mode_2004-05-01,541,564,0.9778837814397224,0.7816005983545251,0.6666274763388396,0.5996041938607941,0.5606031316450802,0.5881031886054972,0.8557876275510203,0.7927974153680262,0.5,False
Economic,Norwegian_Board_of_Directors_net2mode_2004-06-01,507,530,0.9495219034912163,0.811458229364208,0.6848117860041201,0.6401547528003958,0.5645877450645536,0.6269186687244918,0.8385991456034175,0.7896104862172693,0.4952830188679245,False
Economic,Norwegian_Board_of_Directors_net2mode_2004-07-01,536,558,0.8963238331268071,0.7938016921760623,0.659074817087562,0.614618635203548,0.5482029323991177,0.5725890566639082,0.8577631685739795,0.7906702931793923,0.5,False
Economic,Norwegian_Board_of_Directors_net2mode_2004-08-01,541,565,0.8845014807502468,0.8070736525256327,0.6687711913948322,0.6180645701603785,0.5568319611972684,0.5988135448857115,0.887540136267523,0.7948249222336952,0.495575221238938,False
Economic,Norwegian_Board_of_Directors_net2mode_2004-09-01,522,545,0.8873505349276275,0.7742934572202864,0.6640936102432151,0.6126819035965564,0.5514305514305514,0.5951450492648026,0.8797660129618718,0.7987929730232922,0.481651376146789,False
Economic,Norwegian_Board_of_Directors_net2mode_2004-10-01,542,567,0.869309262166405,0.779423944050796,0.6686591654946085,0.6207637626053893,0.5593322161444336,0.5539074730978153,0.8984650325005873,0.7992325071098971,0.4911504424778761,False
Economic,Norwegian_Board_of_Directors_net2mode_2004-11-01,554,579,0.8529980657640233,0.751779359430605,0.6632827649138816,0.6294782010282152,0.5562210141589115,0.6069607579051621,0.9068809073724008,0.7927737215462912,0.4956521739130435,False
Economic,Norwegian_Board_of_Directors_net2mode_2004-12-01,531,559,0.8376442499005172,0.7729423772849586,0.6596957058097868,0.6206925891261805,0.5651365559687139,0.6030805685884509,0.8557746936125316,0.8057193083138094,0.5,False
Economic,Norwegian_Board_of_Directors_net2mode_2005-01-01,558,589,0.8707853403141361,0.7806559985854479,0.6579165974414355,0.631163708086785,0.5690414704542002,0.5923769367222579,0.8862225144276427,0.8041084179059572,0.5,False
Economic,Norwegian_Board_of_Directors_net2mode_2005-02-01,549,582,0.873900293255132,0.7747424988804299,0.6723826714801444,0.6369143780290791,0.5770950926868388,0.6190780078783684,0.8673082639714627,0.8045489632481025,0.4956896551724138,False
Economic,Norwegian_Board_of_Directors_net2mode_2005-03-01,549,579,0.8687978034908806,0.7644333570919458,0.6497784846075202,0.619824547019759,0.5719453626894531,0.6181086122440775,0.8648393194706994,0.7851820846214607,0.4956521739130435,False
Economic,Norwegian_Board_of_Directors_net2mode_2005-04-01,548,578,0.8601116028477968,0.7763334827431645,0.6601058931860038,0.6169852407452213,0.5723404914629234,0.6131210797973015,0.8068431001890359,0.8007544819850486,0.4913043478260869,False
Economic,Norwegian_Board_of_Directors_net2mode_2005-05-01,568,594,0.8684259779150291,0.7755875010760093,0.6651578714948112,0.6167890454455249,0.5708631907174767,0.6007187582909373,0.8525926457914392,0.7984933391685128,0.4915254237288136,False
Economic,Norwegian_Board_of_Directors_net2mode_2005-06-01,576,596,0.9543719323759317,0.7951403435274403,0.7030401737242128,0.6562328390993959,0.6078160643534638,0.6087155495503602,0.833662876915472,0.8032880162482035,0.5,False
Economic,Norwegian_Board_of_Directors_net2mode_2005-07-01,564,592,0.924822149586618,0.823219893066282,0.7054057054057055,0.6463026300271258,0.5910928730915455,0.6008131139731465,0.8515512783682849,0.781263068657057,0.4957627118644068,False
Economic,Norwegian_Board_of_Directors_net2mode_2005-09-01,479,512,0.9941782355575458,0.8661337650510978,0.7091275779064472,0.6640733537093637,0.6288104352757692,0.6581205444588594,0.8291522491349481,0.7837207551571225,0.4901960784313725,False
Economic,Norwegian_Board_of_Directors_net2mode_2005-10-01,492,531,0.985342019543974,0.8950019372336303,0.732295142751205,0.6892213685582065,0.648663505806363,0.6120988437914308,0.8713955144179424,0.7760779867108372,0.4952830188679245,False
Economic,Norwegian_Board_of_Directors_net2mode_2005-11-01,491,530,1.004932182490752,0.9024507448342144,0.738423796381478,0.7144805017725662,0.6444991789819376,0.5973147734360339,0.8335261658953363,0.795690893499823,0.4858490566037736,False
Economic,Norwegian_Board_of_Directors_net2mode_2005-12-01,496,536,1.017391304347826,0.9070581372739648,0.7610741623792195,0.7305507090770813,0.6290236051502146,0.6145805041308059,0.8381081317145602,0.8137503108357363,0.4906542056074766,False
Economic,Norwegian_Board_of_Directors_net2mode_2006-01-01,580,623,0.9886547811993518,0.8905365542533684,0.7656540607563547,0.706908506988796,0.616358958409907,0.5537969868966925,0.8640088449531738,0.8025718976699526,0.4959677419354839,False
Economic,Norwegian_Board_of_Directors_net2mode_2006-02-01,603,649,0.931783210805266,0.8267330466923135,0.7241948001552193,0.6921912939437661,0.6210912227733448,0.606136776255779,0.8364280992728803,0.7884575422090584,0.4961240310077519,False
Economic,Norwegian_Board_of_Directors_net2mode_2006-03-01,604,649,0.9374610430085186,0.8293875057278142,0.7306807615132384,0.6967832659518369,0.6163736055965211,0.5823741767033755,0.8547262784688421,0.8089296840676151,0.4922480620155038,False
Economic,Norwegian_Board_of_Directors_net2mode_2006-04-01,596,642,0.936706425548288,0.8677131813520549,0.7142857142857143,0.6802575870779521,0.5959274664926733,0.5868927549134866,0.829071044921875,0.8027064862283315,0.49609375,False
