domain,name,n_nodes,n_edges,H_20,H_40,H_60,H_80,H_100,seal_entropy,seal_auc,adamic_adar_entropy,adamic_adar_auc,newly_included
Biological,56e9e0d7a6d70217090cdff0,808,2105,0.7491180742892716,0.7719771724157319,0.7587338601718704,0.7608349198418374,0.7857748145865578,0.5001118828331534,0.8989708927392647,0.8021846791366672,0.6727647666172049,False
Biological,56e9e0d7a6d70217090cdff5,1042,2764,0.6837411967370928,0.7298633323640594,0.7204333819498983,0.7397825538602835,0.7468587549293189,0.4515070852249349,0.9064764492753624,0.7989143750869971,0.6835633926696072,False
Biological,56e9e0d7a6d70217090cdff6,601,1536,0.763943829113924,0.7978317946980604,0.7727047066925036,0.7616082615133453,0.772980571821556,0.5858240153137483,0.8834364290337298,0.8425451150352606,0.6363462742310262,False
Biological,56e9e0d7a6d70217090cdffa,813,2103,0.6856164843278072,0.7237485675955169,0.7199562297508958,0.7281591229877992,0.7451167155753836,0.4893247614450353,0.8893253968253968,0.8099991758238204,0.6596598639455782,False
Biological,56e9e0d8a6d70217090cdffd,464,1115,0.7113916894374823,0.7160614867467348,0.7322283419982498,0.734969160117595,0.7492038333406713,0.6672242672779205,0.846839872106819,0.8353317152471602,0.6110217378189788,False
Biological,56e9e0d8a6d70217090cdffe,619,1501,0.7440719542109567,0.7936653450370132,0.7625414611511162,0.7773870347024086,0.7699120512450824,0.578603603031849,0.8692777777777778,0.8093490665918592,0.64025,False
Biological,56e9e0d8a6d70217090ce002,769,1858,0.6984603830266617,0.7229553252872191,0.7219485423826262,0.7237556607446568,0.7602193819458922,0.5289299805218881,0.8880202846535553,0.8192053382895838,0.6314906168946753,False
Biological,56e9e0d8a6d70217090ce004,861,2011,0.6733029171851238,0.7160710769090937,0.7001947816633448,0.7017608183543085,0.7418004441046923,0.521020489185771,0.8748422068760675,0.8371344864950906,0.6131624217222346,False
Biological,56e9e0d8a6d70217090ce005,880,2296,0.6988411989383051,0.7655443597935611,0.726780782022134,0.7390738159968929,0.7647940501261692,0.4782231547471818,0.8797281197640034,0.8196210908546839,0.6512428742981095,False
Biological,573f4b0f3d097b601f7bab25,176,803,0.8317781924820048,0.7638615808100668,0.7944220090863201,0.7985229633048696,0.8504660627543652,0.6029977621229549,0.878515625,0.5974538944409563,0.860078125,False
