domain,name,n_nodes,n_edges,method,level,value,coarsen_seconds,n_nodes_reduced,n_edges_reduced
Economic,Norwegian_Board_of_Directors_net2mode_2009-04-01,1018,1102,variation_edges,100,0.6548162313297695,0.0,1018.0,1102.0
Economic,Norwegian_Board_of_Directors_net2mode_2009-04-01,1018,1102,variation_edges,80,0.7741422067587075,2.5767962919999974,815.0,894.0
Economic,Norwegian_Board_of_Directors_net2mode_2009-04-01,1018,1102,variation_edges,60,0.76172076249356,1.664206875000005,611.0,673.0
Economic,Norwegian_Board_of_Directors_net2mode_2009-04-01,1018,1102,variation_edges,40,0.7430980327326832,0.8396859169999971,408.0,450.0
Economic,Norwegian_Board_of_Directors_net2mode_2009-04-01,1018,1102,variation_edges,20,0.7445229990398883,0.3732119999999952,206.0,236.0
Economic,Norwegian_Board_of_Directors_net2mode_2009-08-01,1025,1106,variation_neighborhood,100,0.6658317071039525,0.0,1025.0,1106.0
Economic,Norwegian_Board_of_Directors_net2mode_2009-08-01,1025,1106,variation_neighborhood,80,0.7665843990726199,2.8261639170000024,821.0,884.0
Economic,Norwegian_Board_of_Directors_net2mode_2009-08-01,1025,1106,variation_neighborhood,60,0.8270343533336809,1.5401375829999893,615.0,669.0
Economic,Norwegian_Board_of_Directors_net2mode_2009-08-01,1025,1106,variation_neighborhood,40,0.932857026873427,0.92884712499999,410.0,458.0
Economic,Norwegian_Board_of_Directors_net2mode_2009-08-01,1025,1106,variation_neighborhood,20,0.9763157894736842,0.5565977090000018,205.0,237.0
Economic,Norwegian_Board_of_Directors_net2mode_2009-08-01,1025,1106,variation_edges,100,0.6679327976625274,0.0,1025.0,1106.0
Economic,Norwegian_Board_of_Directors_net2mode_2009-08-01,1025,1106,variation_edges,80,0.7790733859305498,2.908042499999993,820.0,897.0
Economic,Norwegian_Board_of_Directors_net2mode_2009-08-01,1025,1106,variation_edges,60,0.7481681450057848,1.5632024580000063,615.0,674.0
Economic,Norwegian_Board_of_Directors_net2mode_2009-08-01,1025,1106,variation_edges,40,0.7250956261433561,0.8908602090000102,410.0,446.0
Economic,Norwegian_Board_of_Directors_net2mode_2009-08-01,1025,1106,variation_edges,20,0.6845211075805719,0.3502763749999928,205.0,230.0
Economic,Norwegian_Board_of_Directors_net2mode_2009-07-01,1042,1125,variation_neighborhood,100,0.6663446237781314,0.0,1042.0,1125.0
Economic,Norwegian_Board_of_Directors_net2mode_2009-07-01,1042,1125,variation_neighborhood,80,0.765399882387533,2.509202208000005,834.0,899.0
Economic,Norwegian_Board_of_Directors_net2mode_2009-07-01,1042,1125,variation_neighborhood,60,0.8104690858515615,1.9926582500000047,626.0,684.0
Economic,Norwegian_Board_of_Directors_net2mode_2009-07-01,1042,1125,variation_neighborhood,40,0.9485524179175412,1.0059277919999945,417.0,468.0
Economic,Norwegian_Board_of_Directors_net2mode_2009-07-01,1042,1125,variation_neighborhood,20,1.0019696839941763,0.4769785830000046,209.0,242.0
Economic,Norwegian_Board_of_Directors_net2mode_2009-07-01,1042,1125,variation_edges,100,0.6662310358543099,0.0,1042.0,1125.0
Economic,Norwegian_Board_of_Directors_net2mode_2009-07-01,1042,1125,variation_edges,80,0.7822345443416268,2.585985666999989,834.0,913.0
Economic,Norwegian_Board_of_Directors_net2mode_2009-07-01,1042,1125,variation_edges,60,0.7589274620412018,1.760041374999986,627.0,693.0
Economic,Norwegian_Board_of_Directors_net2mode_2009-07-01,1042,1125,variation_edges,40,0.7143734895342645,0.8010995420000029,417.0,454.0
Economic,Norwegian_Board_of_Directors_net2mode_2009-07-01,1042,1125,variation_edges,20,0.6929740134744947,0.3739316660000042,209.0,239.0
Economic,Norwegian_Board_of_Directors_net2mode_2008-07-01,1052,1132,variation_neighborhood,100,0.6644668189638153,0.0,1052.0,1132.0
Economic,Norwegian_Board_of_Directors_net2mode_2008-07-01,1052,1132,variation_neighborhood,80,0.7451918686416686,2.9872903339999937,843.0,909.0
Economic,Norwegian_Board_of_Directors_net2mode_2008-07-01,1052,1132,variation_neighborhood,60,0.7913451354213951,1.760783291000024,633.0,690.0
Economic,Norwegian_Board_of_Directors_net2mode_2008-07-01,1052,1132,variation_neighborhood,40,0.9524178249254712,1.0099787499999875,421.0,474.0
Economic,Norwegian_Board_of_Directors_net2mode_2008-07-01,1052,1132,variation_neighborhood,20,0.9455167358905447,0.5000775000000033,211.0,252.0
Economic,Norwegian_Board_of_Directors_net2mode_2008-07-01,1052,1132,variation_edges,100,0.6689855895506496,0.0,1052.0,1132.0
Economic,Norwegian_Board_of_Directors_net2mode_2008-07-01,1052,1132,variation_edges,80,0.776901753249091,2.900422665999997,842.0,918.0
Economic,Norwegian_Board_of_Directors_net2mode_2008-07-01,1052,1132,variation_edges,60,0.7629373585656379,1.8528092919999888,632.0,690.0
Economic,Norwegian_Board_of_Directors_net2mode_2008-07-01,1052,1132,variation_edges,40,0.6958336614948413,0.9881786669999996,421.0,467.0
Economic,Norwegian_Board_of_Directors_net2mode_2008-07-01,1052,1132,variation_edges,20,0.6543397500844309,0.3742719999999906,211.0,244.0
Economic,Norwegian_Board_of_Directors_net2mode_2008-10-01,1066,1142,variation_neighborhood,100,0.6710478379060056,0.0,1066.0,1142.0
Economic,Norwegian_Board_of_Directors_net2mode_2008-10-01,1066,1142,variation_neighborhood,80,0.7585846951263409,2.9844704999999863,854.0,916.0
Economic,Norwegian_Board_of_Directors_net2mode_2008-10-01,1066,1142,variation_neighborhood,60,0.8129118234989265,1.7632636250000076,641.0,695.0
Economic,Norwegian_Board_of_Directors_net2mode_2008-10-01,1066,1142,variation_neighborhood,40,0.9157223121607466,1.1822552920000078,428.0,477.0
Economic,Norwegian_Board_of_Directors_net2mode_2008-10-01,1066,1142,variation_neighborhood,20,0.9564301911240688,0.5849502499999915,214.0,253.0
Economic,Norwegian_Board_of_Directors_net2mode_2008-10-01,1066,1142,variation_edges,100,0.6653976546434724,0.0,1066.0,1142.0
Economic,Norwegian_Board_of_Directors_net2mode_2008-10-01,1066,1142,variation_edges,80,0.7802841918294849,2.803609709,853.0,926.0
Economic,Norwegian_Board_of_Directors_net2mode_2008-10-01,1066,1142,variation_edges,60,0.784231855581481,1.6181462499999952,640.0,702.0
Economic,Norwegian_Board_of_Directors_net2mode_2008-10-01,1066,1142,variation_edges,40,0.7054659850570193,0.898597207999984,427.0,468.0
Economic,Norwegian_Board_of_Directors_net2mode_2008-10-01,1066,1142,variation_edges,20,0.6407934454506252,0.3889834999999948,214.0,243.0
Transportation,595b1429549f067e0263b51e,104,114,variation_neighborhood,100,1.0341196293176074,0.0,104.0,114.0
Transportation,595b1429549f067e0263b51e,104,114,variation_neighborhood,80,1.02242391884677,0.0815931660000046,84.0,93.0
Transportation,595b1429549f067e0263b51e,104,114,variation_neighborhood,60,1.0270880361173815,0.0396578330000068,63.0,71.0
Transportation,595b1429549f067e0263b51e,104,114,variation_neighborhood,40,1.069767441860465,0.0309624580000047,42.0,50.0
Transportation,595b1429549f067e0263b51e,104,114,variation_neighborhood,20,1.0714285714285714,0.0236122080000029,21.0,26.0
Transportation,595b1429549f067e0263b51e,104,114,variation_edges,100,1.0406952098346758,0.0,104.0,114.0
Transportation,595b1429549f067e0263b51e,104,114,variation_edges,80,1.0411222136817833,0.0434974169999975,84.0,93.0
Transportation,595b1429549f067e0263b51e,104,114,variation_edges,60,1.0033569563595672,0.0290435000000002,62.0,70.0
Transportation,595b1429549f067e0263b51e,104,114,variation_edges,40,0.9655561829474874,0.0218725420000112,42.0,50.0
Transportation,595b1429549f067e0263b51e,104,114,variation_edges,20,1.0123456790123455,0.0137594169999886,22.0,28.0
Transportation,595b1429549f067e0263b51c,141,149,variation_neighborhood,100,1.0605125038592158,0.0,141.0,149.0
Transportation,595b1429549f067e0263b51c,141,149,variation_neighborhood,80,1.0455868089233753,0.0941061670000067,114.0,121.0
Transportation,595b1429549f067e0263b51c,141,149,variation_neighborhood,60,1.086255924170616,0.0541074160000221,85.0,88.0
Transportation,595b1429549f067e0263b51c,141,149,variation_neighborhood,40,1.079268292682927,0.0440687499999796,57.0,60.0
Transportation,595b1429549f067e0263b51c,141,149,variation_neighborhood,20,1.081081081081081,0.0382312499999955,29.0,32.0
Transportation,595b1429549f067e0263b51c,141,149,variation_edges,100,1.05904115924156,0.0,141.0,149.0
Transportation,595b1429549f067e0263b51c,141,149,variation_edges,80,1.0560600078957758,0.0714217080000025,113.0,120.0
Transportation,595b1429549f067e0263b51c,141,149,variation_edges,60,1.0667427267541356,0.0390702499999804,85.0,89.0
Transportation,595b1429549f067e0263b51c,141,149,variation_edges,40,1.0598669623059866,0.0612062090000051,57.0,61.0
Transportation,595b1429549f067e0263b51c,141,149,variation_edges,20,1.0964467005076142,0.0166166660000044,29.0,31.0
Transportation,595b1429549f067e0263b512,148,158,variation_neighborhood,100,1.0225154166069124,0.0,148.0,158.0
Transportation,595b1429549f067e0263b512,148,158,variation_neighborhood,80,1.005862953462807,0.1068818340000063,119.0,129.0
Transportation,595b1429549f067e0263b512,148,158,variation_neighborhood,60,0.9926650366748166,0.049321166999988,89.0,97.0
Transportation,595b1429549f067e0263b512,148,158,variation_neighborhood,40,1.0505372065260643,0.0549399579999771,60.0,68.0
Transportation,595b1429549f067e0263b512,148,158,variation_neighborhood,20,1.0107334525939178,0.0356195420000062,30.0,36.0
Transportation,595b1429549f067e0263b512,148,158,variation_edges,100,1.019008146348435,0.0,148.0,158.0
Transportation,595b1429549f067e0263b512,148,158,variation_edges,80,1.0118074477747503,0.0911656670000127,119.0,129.0
Transportation,595b1429549f067e0263b512,148,158,variation_edges,60,0.9992410827219832,0.0593507079999824,89.0,97.0
Transportation,595b1429549f067e0263b512,148,158,variation_edges,40,1.025025025025025,0.0322889159999988,60.0,68.0
Transportation,595b1429549f067e0263b512,148,158,variation_edges,20,1.0012437810945274,0.0168426660000022,30.0,37.0
Transportation,595b1429549f067e0263b51d,170,182,variation_neighborhood,100,1.0018709073900842,0.0,170.0,182.0
Transportation,595b1429549f067e0263b51d,170,182,variation_neighborhood,80,1.013724266999376,0.125975875000023,137.0,148.0
Transportation,595b1429549f067e0263b51d,170,182,variation_neighborhood,60,1.0288335517693317,0.0772955830000228,102.0,111.0
Transportation,595b1429549f067e0263b51d,170,182,variation_neighborhood,40,1.0017035775127767,0.0626974590000202,68.0,77.0
Transportation,595b1429549f067e0263b51d,170,182,variation_neighborhood,20,0.9700427960057062,0.0474686659999861,36.0,42.0
Transportation,595b1429549f067e0263b51d,170,182,variation_edges,100,1.0054315027157514,0.0,170.0,182.0
Transportation,595b1429549f067e0263b51d,170,182,variation_edges,80,0.9865531914893616,0.1111097499999971,136.0,148.0
Transportation,595b1429549f067e0263b51d,170,182,variation_edges,60,1.0183996576807874,0.0736795830000005,102.0,112.0
Transportation,595b1429549f067e0263b51d,170,182,variation_edges,40,1.0139889783806697,0.038201583000017,68.0,76.0
Transportation,595b1429549f067e0263b51d,170,182,variation_edges,20,0.915129151291513,0.0192358749999925,34.0,41.0
Transportation,595b1429549f067e0263b518,209,240,variation_neighborhood,100,0.9648215209518884,0.0,209.0,240.0
Transportation,595b1429549f067e0263b518,209,240,variation_neighborhood,80,0.9483046136742634,0.215750082999989,168.0,195.0
Transportation,595b1429549f067e0263b518,209,240,variation_neighborhood,60,0.9423453259069698,0.1226141669999947,127.0,151.0
Transportation,595b1429549f067e0263b518,209,240,variation_neighborhood,40,0.954432101564271,0.0890157080000051,84.0,108.0
Transportation,595b1429549f067e0263b518,209,240,variation_neighborhood,20,1.0653487095002747,0.0538477919999991,42.0,54.0
Transportation,595b1429549f067e0263b518,209,240,variation_edges,100,0.9738055869811156,0.0,209.0,240.0
Transportation,595b1429549f067e0263b518,209,240,variation_edges,80,0.9394482264421354,0.1655408750000049,168.0,198.0
Transportation,595b1429549f067e0263b518,209,240,variation_edges,60,0.9820767293734262,0.1291082500000016,126.0,154.0
Transportation,595b1429549f067e0263b518,209,240,variation_edges,40,0.971632789814608,0.0584534589999918,84.0,110.0
Transportation,595b1429549f067e0263b518,209,240,variation_edges,20,0.966933867735471,0.0255835840000031,42.0,58.0
Transportation,595b1429549f067e0263b51a,266,308,variation_neighborhood,100,0.941908181585022,0.0,266.0,308.0
Transportation,595b1429549f067e0263b51a,266,308,variation_neighborhood,80,0.9465122011338428,0.2653485829999908,213.0,249.0
Transportation,595b1429549f067e0263b51a,266,308,variation_neighborhood,60,0.97323600973236,0.1620285829999943,160.0,187.0
Transportation,595b1429549f067e0263b51a,266,308,variation_neighborhood,40,1.0051318350734384,0.1327805840000167,108.0,134.0
Transportation,595b1429549f067e0263b51a,266,308,variation_neighborhood,20,0.9794812233836624,0.0802691670000115,55.0,70.0
Transportation,595b1429549f067e0263b51a,266,308,variation_edges,100,0.9420289855072465,0.0,266.0,308.0
Transportation,595b1429549f067e0263b51a,266,308,variation_edges,80,0.951091416379452,0.2926482919999955,213.0,249.0
Transportation,595b1429549f067e0263b51a,266,308,variation_edges,60,0.9629544408651634,0.1615261249999946,160.0,189.0
Transportation,595b1429549f067e0263b51a,266,308,variation_edges,40,0.994697385262388,0.0783597909999969,107.0,129.0
Transportation,595b1429549f067e0263b51a,266,308,variation_edges,20,1.0101867572156198,0.0394055839999794,54.0,65.0
Transportation,595b1442549f067e0263b520,369,430,variation_neighborhood,100,0.9282242666203784,0.0,369.0,430.0
Transportation,595b1442549f067e0263b520,369,430,variation_neighborhood,80,0.9359195242594344,0.4544795420000014,297.0,350.0
Transportation,595b1442549f067e0263b520,369,430,variation_neighborhood,60,0.9653676299682342,0.2889124169999775,223.0,264.0
Transportation,595b1442549f067e0263b520,369,430,variation_neighborhood,40,0.940130963517306,0.186652209000016,148.0,188.0
Transportation,595b1442549f067e0263b520,369,430,variation_neighborhood,20,0.9463881198087088,0.1106550000000083,74.0,100.0
Transportation,595b1442549f067e0263b520,369,430,variation_edges,100,0.9274595672722542,0.0,369.0,430.0
Transportation,595b1442549f067e0263b520,369,430,variation_edges,80,0.934065934065934,0.4920082500000262,296.0,351.0
Transportation,595b1442549f067e0263b520,369,430,variation_edges,60,0.9283484465586442,0.2479549589999976,222.0,271.0
Transportation,595b1442549f067e0263b520,369,430,variation_edges,40,0.9149011717363,0.1369644170000015,148.0,186.0
Transportation,595b1442549f067e0263b520,369,430,variation_edges,20,0.9252570158377328,0.0653547919999937,74.0,99.0
Transportation,US_airport_network_top_500_2002_US_airport_network_top_500_2002,500,2980,variation_neighborhood,100,0.6725404316481627,0.0,500.0,2980.0
Transportation,US_airport_network_top_500_2002_US_airport_network_top_500_2002,500,2980,variation_neighborhood,80,0.5650176032188743,1.7216305000000034,401.0,1482.0
Transportation,US_airport_network_top_500_2002_US_airport_network_top_500_2002,500,2980,variation_neighborhood,60,0.6110401180684293,1.0845074169999975,300.0,994.0
Transportation,US_airport_network_top_500_2002_US_airport_network_top_500_2002,500,2980,variation_neighborhood,40,0.6004643309413255,0.5855967919999898,200.0,758.0
Transportation,US_airport_network_top_500_2002_US_airport_network_top_500_2002,500,2980,variation_neighborhood,20,0.6172717380551983,0.3242709170000069,100.0,521.0
Transportation,US_airport_network_top_500_2002_US_airport_network_top_500_2002,500,2980,variation_edges,100,0.6733634746348484,0.0,500.0,2980.0
Transportation,US_airport_network_top_500_2002_US_airport_network_top_500_2002,500,2980,variation_edges,80,0.6665590429418662,1.7739066670000057,400.0,2051.0
Transportation,US_airport_network_top_500_2002_US_airport_network_top_500_2002,500,2980,variation_edges,60,0.6571758368603309,1.0600164580000069,300.0,1177.0
Transportation,US_airport_network_top_500_2002_US_airport_network_top_500_2002,500,2980,variation_edges,40,0.2794486809074977,0.4460212919999833,201.0,414.0
Transportation,US_airport_network_top_500_2002_US_airport_network_top_500_2002,500,2980,variation_edges,20,0.1217936888724857,0.3198390409999945,178.0,227.0
Transportation,595b15bd549f067e0263b523,519,877,variation_neighborhood,100,0.943962703962704,0.0,519.0,877.0
Transportation,595b15bd549f067e0263b523,519,877,variation_neighborhood,80,0.9265168384564174,1.2618360419999988,416.0,740.0
Transportation,595b15bd549f067e0263b523,519,877,variation_neighborhood,60,0.8997499020700878,0.8881826669999953,313.0,594.0
Transportation,595b15bd549f067e0263b523,519,877,variation_neighborhood,40,0.931743863570512,0.5373667499999897,208.0,466.0
Transportation,595b15bd549f067e0263b523,519,877,variation_neighborhood,20,0.9175939364618608,0.2568687499999953,104.0,286.0
Transportation,595b15bd549f067e0263b523,519,877,variation_edges,100,0.9510568341944576,0.0,519.0,877.0
Transportation,595b15bd549f067e0263b523,519,877,variation_edges,80,0.9412634936779084,1.2597727499999962,416.0,737.0
Transportation,595b15bd549f067e0263b523,519,877,variation_edges,60,0.961823196400058,0.793832583000011,312.0,614.0
Transportation,595b15bd549f067e0263b523,519,877,variation_edges,40,0.9054207494007316,0.4834883330000252,208.0,460.0
Transportation,595b15bd549f067e0263b523,519,877,variation_edges,20,0.938430583501006,0.1965837910000232,104.0,285.0
Transportation,57f1ea608cf714f319c390aa,823,822,variation_neighborhood,100,0.4061060502778293,0.0,823.0,822.0
Transportation,57f1ea608cf714f319c390aa,823,822,variation_neighborhood,80,0.4241344466308568,1.628476333000009,659.0,658.0
Transportation,57f1ea608cf714f319c390aa,823,822,variation_neighborhood,60,0.4683875794986906,1.029000917000019,495.0,494.0
Transportation,57f1ea608cf714f319c390aa,823,822,variation_neighborhood,40,0.5631594814591498,0.6434312499999919,330.0,329.0
Transportation,57f1ea608cf714f319c390aa,823,822,variation_neighborhood,20,0.8466040560773104,0.3312260419999973,165.0,164.0
Transportation,57f1ea608cf714f319c390aa,823,822,variation_edges,100,0.40695508176361,0.0,823.0,822.0
Transportation,57f1ea608cf714f319c390aa,823,822,variation_edges,80,0.3377196523236727,1.4565903749999904,659.0,658.0
Transportation,57f1ea608cf714f319c390aa,823,822,variation_edges,60,0.5291998198468698,1.1129750000000058,494.0,493.0
Transportation,57f1ea608cf714f319c390aa,823,822,variation_edges,40,0.5737704918032787,0.5665416250000135,330.0,329.0
Transportation,57f1ea608cf714f319c390aa,823,822,variation_edges,20,0.8198999444135631,0.2375379169999973,165.0,164.0
Transportation,595b15bd549f067e0263b524,1087,2952,variation_neighborhood,100,0.8769993434636574,0.0,1087.0,2952.0
Transportation,595b15bd549f067e0263b524,1087,2952,variation_neighborhood,80,0.8681300248020033,6.414012750000012,870.0,2430.0
Transportation,595b15bd549f067e0263b524,1087,2952,variation_neighborhood,60,0.8662183150625028,3.9834284160000095,653.0,2029.0
Transportation,595b15bd549f067e0263b524,1087,2952,variation_neighborhood,40,0.8751368668640253,2.107344416999979,435.0,1649.0
Transportation,595b15bd549f067e0263b524,1087,2952,variation_neighborhood,20,0.8753951364641226,0.8570216250000158,218.0,961.0
Transportation,595b15bd549f067e0263b524,1087,2952,variation_edges,100,0.8741008388219508,0.0,1087.0,2952.0
Transportation,595b15bd549f067e0263b524,1087,2952,variation_edges,80,0.8672054815486316,6.442911083000013,869.0,2466.0
Transportation,595b15bd549f067e0263b524,1087,2952,variation_edges,60,0.8772704199863168,4.042589667000016,653.0,2078.0
Transportation,595b15bd549f067e0263b524,1087,2952,variation_edges,40,0.8781918012687243,1.959323124999969,435.0,1562.0
Transportation,595b15bd549f067e0263b524,1087,2952,variation_edges,20,0.8551536912163936,0.7384268339999949,218.0,898.0
Transportation,595b15bd549f067e0263b527,1103,2149,variation_neighborhood,100,0.9124164987806171,0.0,1103.0,2149.0
Transportation,595b15bd549f067e0263b527,1103,2149,variation_neighborhood,80,0.9105922551252849,5.423795250000012,883.0,1804.0
Transportation,595b15bd549f067e0263b527,1103,2149,variation_neighborhood,60,0.9104763934775658,3.3298459590000107,663.0,1447.0
Transportation,595b15bd549f067e0263b527,1103,2149,variation_neighborhood,40,0.9257556518820148,1.7901238329999956,442.0,1127.0
Transportation,595b15bd549f067e0263b527,1103,2149,variation_neighborhood,20,0.9342222718143272,0.7426542499999869,221.0,684.0
Transportation,595b15bd549f067e0263b527,1103,2149,variation_edges,100,0.9116914763998516,0.0,1103.0,2149.0
Transportation,595b15bd549f067e0263b527,1103,2149,variation_edges,80,0.9213047047993432,4.916156999999998,883.0,1768.0
Transportation,595b15bd549f067e0263b527,1103,2149,variation_edges,60,0.9221874298660908,3.0923007910000138,662.0,1439.0
Transportation,595b15bd549f067e0263b527,1103,2149,variation_edges,40,0.932309595951584,1.597580125000036,441.0,1046.0
Transportation,595b15bd549f067e0263b527,1103,2149,variation_edges,20,0.9448909630397834,0.5783420829999955,220.0,665.0
Biological,Olesen_plant-pollinator_web_Flores,22,30,variation_neighborhood,100,0.8826945412311267,0.0,22.0,30.0
Biological,Olesen_plant-pollinator_web_Flores,22,30,variation_neighborhood,80,1.0,0.0166567079999999,19.0,25.0
Biological,Olesen_plant-pollinator_web_Flores,22,30,variation_neighborhood,60,0.924574209245742,0.0090010829999997,14.0,17.0
Biological,Olesen_plant-pollinator_web_Flores,22,30,variation_neighborhood,40,0.4958677685950413,0.0079751670000001,10.0,11.0
Biological,Olesen_plant-pollinator_web_Flores,22,30,variation_neighborhood,20,0.8247422680412372,0.0082243340000001,6.0,6.0
Biological,Olesen_plant-pollinator_web_Flores,22,30,variation_edges,100,0.8983451536643027,0.0,22.0,30.0
Biological,Olesen_plant-pollinator_web_Flores,22,30,variation_edges,80,0.8294209702660407,0.0073830000000001,18.0,25.0
Biological,Olesen_plant-pollinator_web_Flores,22,30,variation_edges,60,0.9033613445378152,0.0062006669999998,14.0,20.0
Biological,Olesen_plant-pollinator_web_Flores,22,30,variation_edges,40,0.7798165137614679,0.0055669999999998,9.0,10.0
Biological,Olesen_plant-pollinator_web_Flores,22,30,variation_edges,20,0.8056872037914692,0.0061445420000001,9.0,10.0
Biological,Binary_interactomes_various species_2012_D_melanogaster_fly_cocomp_hq,26,56,variation_neighborhood,100,0.8109833971902938,0.0,26.0,56.0
Biological,Binary_interactomes_various species_2012_D_melanogaster_fly_cocomp_hq,26,56,variation_neighborhood,80,0.8603351955307262,0.0112902909999998,21.0,32.0
Biological,Binary_interactomes_various species_2012_D_melanogaster_fly_cocomp_hq,26,56,variation_neighborhood,60,0.8851224105461394,0.009866917,16.0,21.0
Biological,Binary_interactomes_various species_2012_D_melanogaster_fly_cocomp_hq,26,56,variation_neighborhood,40,0.9243697478991596,0.0094884590000001,12.0,15.0
Biological,Binary_interactomes_various species_2012_D_melanogaster_fly_cocomp_hq,26,56,variation_neighborhood,20,0.88,0.0128034169999999,6.0,8.0
Biological,Binary_interactomes_various species_2012_D_melanogaster_fly_cocomp_hq,26,56,variation_edges,100,0.8120204603580562,0.0,26.0,56.0
Biological,Binary_interactomes_various species_2012_D_melanogaster_fly_cocomp_hq,26,56,variation_edges,80,0.908641975308642,0.0100420000000001,21.0,37.0
Biological,Binary_interactomes_various species_2012_D_melanogaster_fly_cocomp_hq,26,56,variation_edges,60,0.9658246656760772,0.0078530840000001,17.0,27.0
Biological,Binary_interactomes_various species_2012_D_melanogaster_fly_cocomp_hq,26,56,variation_edges,40,1.03125,0.0068408749999999,12.0,14.0
Biological,Binary_interactomes_various species_2012_D_melanogaster_fly_cocomp_hq,26,56,variation_edges,20,0.9271523178807948,0.0062375409999999,8.0,7.0
Biological,Smallwood_Reservoir_host-parasite_web_Smallwood_Reservoir,28,51,variation_neighborhood,100,0.8578912901113295,0.0,28.0,51.0
Biological,Smallwood_Reservoir_host-parasite_web_Smallwood_Reservoir,28,51,variation_neighborhood,80,0.4444444444444444,0.009955125,23.0,23.0
Biological,Smallwood_Reservoir_host-parasite_web_Smallwood_Reservoir,28,51,variation_neighborhood,60,0.5934065934065934,0.0101382920000001,17.0,17.0
Biological,Smallwood_Reservoir_host-parasite_web_Smallwood_Reservoir,28,51,variation_neighborhood,40,0.9649122807017544,0.0088039580000001,12.0,14.0
Biological,Smallwood_Reservoir_host-parasite_web_Smallwood_Reservoir,28,51,variation_neighborhood,20,0.7874015748031497,0.0137481670000001,7.0,7.0
Biological,Smallwood_Reservoir_host-parasite_web_Smallwood_Reservoir,28,51,variation_edges,100,0.8562091503267973,0.0,28.0,51.0
Biological,Smallwood_Reservoir_host-parasite_web_Smallwood_Reservoir,28,51,variation_edges,80,0.795551753635586,0.0165304170000002,23.0,42.0
Biological,Smallwood_Reservoir_host-parasite_web_Smallwood_Reservoir,28,51,variation_edges,60,0.8100929614873839,0.0120104590000003,18.0,30.0
Biological,Smallwood_Reservoir_host-parasite_web_Smallwood_Reservoir,28,51,variation_edges,40,0.9135802469135802,0.0104904160000001,13.0,17.0
Biological,Smallwood_Reservoir_host-parasite_web_Smallwood_Reservoir,28,51,variation_edges,20,0.8035714285714286,0.0088957079999998,10.0,10.0
Biological,Binary_interactomes_various species_2012_E_coli_K12_binary_lc,32,37,variation_neighborhood,100,0.9243697478991596,0.0,32.0,37.0
Biological,Binary_interactomes_various species_2012_E_coli_K12_binary_lc,32,37,variation_neighborhood,80,1.0159118727050185,0.012236375,26.0,27.0
Biological,Binary_interactomes_various species_2012_E_coli_K12_binary_lc,32,37,variation_neighborhood,60,0.9874326750448832,0.0092654169999999,20.0,20.0
Biological,Binary_interactomes_various species_2012_E_coli_K12_binary_lc,32,37,variation_neighborhood,40,1.070496083550914,0.0107713329999996,15.0,15.0
Biological,Binary_interactomes_various species_2012_E_coli_K12_binary_lc,32,37,variation_neighborhood,20,1.0869565217391304,0.010371917,8.0,7.0
Biological,Binary_interactomes_various species_2012_E_coli_K12_binary_lc,32,37,variation_edges,100,0.9306260575296108,0.0,32.0,37.0
Biological,Binary_interactomes_various species_2012_E_coli_K12_binary_lc,32,37,variation_edges,80,0.9927360774818402,0.010188459,26.0,26.0
Biological,Binary_interactomes_various species_2012_E_coli_K12_binary_lc,32,37,variation_edges,60,0.9531772575250836,0.0076453330000001,20.0,21.0
Biological,Binary_interactomes_various species_2012_E_coli_K12_binary_lc,32,37,variation_edges,40,0.8626198083067093,0.0064177089999999,13.0,13.0
Biological,Binary_interactomes_various species_2012_E_coli_K12_binary_lc,32,37,variation_edges,20,0.9473684210526316,0.006493083,9.0,8.0
Biological,Vazquez_Simberloff_plant-pollinator_webs_Arroyo_Goye,35,41,variation_neighborhood,100,0.7085463842220598,0.0,35.0,41.0
Biological,Vazquez_Simberloff_plant-pollinator_webs_Arroyo_Goye,35,41,variation_neighborhood,80,0.7112750263435195,0.0192164999999997,29.0,34.0
Biological,Vazquez_Simberloff_plant-pollinator_webs_Arroyo_Goye,35,41,variation_neighborhood,60,0.7164179104477612,0.0106107500000001,21.0,23.0
Biological,Vazquez_Simberloff_plant-pollinator_webs_Arroyo_Goye,35,41,variation_neighborhood,40,0.9770114942528736,0.0083428750000003,14.0,14.0
Biological,Vazquez_Simberloff_plant-pollinator_webs_Arroyo_Goye,35,41,variation_neighborhood,20,0.9230769230769232,0.0066623329999999,7.0,7.0
Biological,Vazquez_Simberloff_plant-pollinator_webs_Arroyo_Goye,35,41,variation_edges,100,0.7059679767103347,0.0,35.0,41.0
Biological,Vazquez_Simberloff_plant-pollinator_webs_Arroyo_Goye,35,41,variation_edges,80,0.7788461538461539,0.0124213329999998,28.0,34.0
Biological,Vazquez_Simberloff_plant-pollinator_webs_Arroyo_Goye,35,41,variation_edges,60,0.8111888111888111,0.0102841249999996,22.0,25.0
Biological,Vazquez_Simberloff_plant-pollinator_webs_Arroyo_Goye,35,41,variation_edges,40,0.7780320366132722,0.0098844589999997,15.0,17.0
Biological,Vazquez_Simberloff_plant-pollinator_webs_Arroyo_Goye,35,41,variation_edges,20,0.6779661016949153,0.0092492909999997,15.0,16.0
Biological,Beehler_seed-disperser_web_Beehler_seed-disperser_web,40,119,variation_neighborhood,100,0.7296715131933226,0.0,40.0,119.0
